Simulation,Initial Stability,Min Stability,Max Stability,Apogee Stability,Apogee (m),Max Mach,Windspeed (mph),Wind Direction (deg),Temperature (F),Pressure (mbar)
83,1.527470,1.527470,5.020412,1.935746,8943.815797,1.408739
84,2.718181,2.365710,5.068722,2.630715,8900.464676,1.409672
85,2.301106,2.093550,5.074624,1.354622,8989.228600,1.418694
86,2.788089,2.732140,5.095783,1.365326,9101.504339,1.399703
87,3.684686,3.483390,5.106888,0.394339,9105.011827,1.418575
88,3.453767,2.013563,5.082636,3.863610,8969.717997,1.415178
89,2.824440,2.396177,5.062622,3.838446,8974.143812,1.396218
90,1.208682,1.208682,5.092585,2.001463,8967.048532,1.405086
91,0.814404,0.814404,5.010980,1.882059,9016.061113,1.399175
92,2.569827,2.569827,5.040561,1.529589,9008.592056,1.409803
93,3.552115,1.570336,5.075914,0.363057,9027.527306,1.412037
94,3.103202,1.178843,5.003175,1.297049,9002.818273,1.400037
95,1.702103,1.702103,5.051899,3.093715,8982.569067,1.392714
96,2.562116,2.562116,5.048174,1.743649,9023.658211,1.410596
97,2.595658,2.255406,5.034488,3.153694,9007.893087,1.410130
98,1.644953,1.340232,4.995711,3.403813,8985.474036,1.396223
99,1.884227,1.796605,4.954320,2.158613,8815.750525,1.406363
100,3.475466,3.333302,5.093312,0.540434,9123.038951,1.405235
